ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Response
5231,,2n Cycle,Married,45894,,2,27-02-14,15,27,2,13,1,1,0,3,,0,0,
590,1970,Master,Divorced,78579,0,0,22-12-12,35,816,66,99,1,5,6,4,3,0,0,1
8732,1969,Master,Widow,67369,0,1,17-11-12,81,,0,,4,7,4,10,4,0,0,1
2315,,Graduation,Divorced,58401,0,1,20-04-14,55,10,0,29,1,1,,2,4,0,0,
3515,1952,Graduation,Single,62307,0,1,17-02-14,94,87,13,10,,,0,4,5,0,0,0
2245,1969,Master,Married,43641,1,1,22-04-13,50,57,2,23,3,2,1,4,6,0,0,0
6283,1968,Master,Divorced,63841,0,1,21-04-13,64,,15,131,1,9,3,9,6,0,0,0
2246,1965,2n Cycle,Married,46891,0,1,01-09-13,91,43,12,61,,2,1,4,4,0,0,0
6606,1969,,,70091,1,,31-03-13,11,964,34,11,2,,2,10,8,0,0,0
5545,1972,PhD,,78075,0,0,,72,572,8,80,1,3,,5,1,0,0,0
7342,,2n Cycle,Widow,59184,0,,09-09-12,6,,142,66,3,6,6,12,5,,0,
837,,,,54809,1,1,11-09-13,0,63,6,22,4,2,,5,4,0,0,0
9500,1959,,Married,,0,1,25-01-13,66,221,104,84,3,9,,8,7,0,0,0
3602,1958,Master,Married,51412,0,1,31-12-13,42,140,3,14,,3,,4,4,0,0,0
234,1979,Graduation,Divorced,15287,1,0,10-10-12,60,1,2,13,2,1,1,2,,0,,1
2995,1957,Master,Together,,0,0,17-08-13,64,291,10,0,1,3,,9,,0,,0
,1956,,Married,50965,0,1,20-02-13,87,544,13,29,3,10,4,5,8,0,,0
7789,1965,PhD,Married,84618,0,0,,,684,100,0,1,6,9,10,2,0,0,0
3068,1990,Graduation,,18351,0,0,29-10-13,1,,12,7,1,2,0,,7,,0,
,1957,,Together,,,2,16-02-14,54,,0,,1,1,1,2,5,0,0,0
,1965,Graduation,Together,36317,0,1,,53,87,3,13,,,0,4,7,0,0,0
,1957,Graduation,Together,42213,0,1,12-10-13,,309,3,20,2,5,1,7,7,0,0,0
7192,1955,Graduation,Together,65748,0,1,15-04-13,,172,,34,2,2,4,10,1,0,0,0
2324,,,Together,77044,0,1,27-10-13,12,625,38,76,,7,11,11,4,0,0,0
697,1969,,Together,74918,0,0,12-03-13,78,972,59,59,1,5,9,6,,0,,0
3439,,Graduation,Married,56721,1,1,31-10-12,64,157,6,75,5,,1,5,,0,0,
1506,,Graduation,Single,42160,1,1,28-06-13,26,48,9,20,4,2,1,4,6,0,0,1
232,1965,,Single,,0,1,,8,279,83,34,1,4,2,10,3,0,,0
8876,1963,PhD,Together,,1,,,49,132,0,4,5,3,1,4,,0,0,
4500,1991,PhD,Together,,0,,06-10-13,56,,0,45,1,4,9,,2,0,0,
9739,1963,Graduation,Single,,0,1,19-01-13,55,62,0,26,,2,2,2,,0,0,0
10395,,Basic,Single,,1,0,22-08-12,25,1,45,42,3,3,1,3,8,,0,0
,1973,Graduation,Married,,1,0,22-09-13,50,2,6,9,,1,0,2,8,0,0,0
1627,1957,2n Cycle,Divorced,,,0,26-01-13,84,408,61,41,,5,7,9,4,1,0,0
938,,Graduation,Married,40211,1,1,30-07-13,30,51,1,,2,2,,2,8,0,0,0
2740,1958,,Widow,,1,1,22-09-13,81,62,1,,4,2,,4,5,0,0,0
257,1959,PhD,Married,75032,0,1,28-04-13,,952,12,12,2,5,4,9,3,0,0,
4058,1955,PhD,Single,61284,,0,,76,618,15,45,1,,2,8,6,0,,0
7736,1986,Graduation,Married,22518,1,0,22-10-12,36,11,7,,2,2,1,2,5,,0,1
8210,1975,,Married,54730,0,1,15-08-13,64,318,3,56,5,4,1,8,4,0,0,0
833,1955,Master,Married,38452,1,,30-03-14,62,56,0,2,3,3,0,3,7,,0,0
6230,1971,Graduation,Divorced,44421,1,,15-02-13,53,110,5,7,5,5,0,4,8,0,0,0
7325,1986,PhD,Together,38197,1,0,29-06-13,86,23,0,,1,1,0,3,,0,0,0
1307,1978,Graduation,Divorced,41986,0,,09-02-14,15,27,5,12,3,3,0,4,,0,,
1502,1983,Graduation,Together,28427,1,0,21-03-13,67,18,3,6,2,2,,3,8,0,0,
6211,1976,,Together,37395,1,,02-05-14,47,,0,,1,1,0,3,6,0,0,0
843,1971,Graduation,,64722,1,0,26-05-14,,303,0,15,4,8,2,11,6,0,0,
4174,1956,Master,Together,,0,1,17-04-14,81,97,1,11,1,2,1,4,3,0,0,0
9757,,,Together,84906,0,0,04-10-13,98,997,15,76,1,5,6,12,,0,1,0
6918,1989,,Married,,1,0,04-07-13,,5,4,4,1,1,0,3,8,0,0,0
286,1952,Graduation,,44213,1,1,29-11-13,48,95,,7,4,2,1,5,6,0,0,
11086,1984,Basic,,25707,1,0,18-01-14,18,1,6,3,1,1,0,,7,0,0,0
1921,1967,PhD,Married,59062,2,1,03-10-13,74,46,1,,2,2,0,3,4,0,0,0
4138,1962,Graduation,,76624,0,1,,68,411,106,66,1,5,10,7,1,0,0,
7718,1947,Master,Together,66000,0,0,20-04-14,36,244,51,45,,,,,1,0,0,0
1291,1978,PhD,,27683,1,0,04-08-12,,152,9,45,4,6,,4,8,,0,0
6862,1971,Graduation,Divorced,1730,0,0,18-05-14,65,1,1,1,15,0,0,0,20,0,0,0
4136,,Basic,Single,7500,1,0,03-12-12,63,10,17,40,4,3,2,2,,0,0,0
803,1968,Graduation,Together,40521,1,1,05-04-13,82,,0,4,1,0,1,2,5,0,0,0
4298,1973,PhD,,20427,1,0,,,5,0,1,1,1,,2,8,0,0,0
10833,1975,Graduation,,65106,0,,24-05-14,55,,19,19,3,8,,,,0,0,0
,1965,PhD,Married,69969,0,0,27-08-13,64,,29,44,,4,2,6,3,1,0,1
8534,1952,,Married,67433,0,2,16-07-13,51,615,28,30,4,6,5,13,4,0,0,
5153,1967,PhD,,77766,0,,22-02-13,97,,59,27,2,11,,11,,0,,
961,1972,Graduation,Married,74716,0,1,12-09-13,92,,,71,2,7,3,5,,0,0,0
5011,1963,Graduation,Divorced,68118,0,1,18-10-13,51,,23,154,2,8,,4,6,0,0,0
6653,1970,PhD,Married,55158,1,1,30-07-12,72,293,0,23,4,,2,5,7,0,0,1
,1955,2n Cycle,Married,62972,0,1,03-08-12,39,,15,192,,7,4,3,6,,0,1
,1975,Graduation,Married,74190,0,1,12-05-14,49,151,81,64,2,,2,11,2,0,,0
5493,1976,,Married,39356,1,1,,21,15,0,6,1,1,,2,6,0,,0
2147,,Graduation,Together,76653,0,0,16-08-13,91,736,,126,1,4,7,,2,1,,0
,1973,PhD,Divorced,35860,1,1,19-05-14,37,,0,,2,1,1,2,5,0,0,0
3979,1983,,Divorced,,0,,22-05-13,98,982,17,,1,6,2,,2,0,0,1
6049,1982,Master,Together,73450,0,0,,85,1142,51,,1,7,8,11,3,1,0,0
8147,1960,Graduation,Married,31454,1,1,06-07-13,40,28,,9,,2,0,,8,0,0,0
1857,1952,,Single,47139,1,1,06-03-14,2,46,0,,,2,1,2,7,,0,1
3910,1975,Graduation,Divorced,,,0,08-10-13,78,897,161,27,,4,7,6,1,1,0,1
5207,1963,PhD,Married,53378,1,1,24-09-12,41,489,6,132,10,9,4,6,8,,0,1
11114,1970,Graduation,Together,,1,0,08-02-13,94,25,4,32,3,,1,3,7,0,0,0
5429,1948,PhD,Married,,0,1,20-08-13,10,145,,1,,4,1,4,6,0,0,0
9400,1958,2n Cycle,Single,85485,0,0,21-06-14,73,630,26,54,1,6,6,6,2,0,0,0
,1944,Graduation,Married,55956,0,0,07-04-14,22,760,38,38,2,7,3,4,4,0,0,
7488,1963,Master,Single,64191,0,1,,,420,,15,3,5,3,13,,0,0,0
195,1972,Graduation,Single,38808,1,0,26-08-12,21,125,,30,4,5,1,4,8,0,,1
,1966,Master,Married,57183,,1,19-03-13,,464,5,70,8,9,1,7,,0,0,0
7527,,Master,Divorced,23748,1,0,21-11-12,,6,6,8,3,2,1,3,8,0,0,0
10319,1971,Graduation,Married,66303,0,1,26-02-13,,,12,60,4,3,4,,,0,0,0
,1975,Master,Married,37368,1,0,16-12-13,4,3,2,10,1,1,0,,6,0,0,0
10637,1964,Graduation,Married,,1,2,01-01-13,77,,0,10,2,3,0,3,7,0,0,
,1978,,Divorced,,0,0,21-09-12,95,737,21,210,0,6,7,9,3,1,0,
,1975,Graduation,,46149,0,1,29-11-13,36,254,6,,5,5,1,7,5,0,0,
3698,1983,Graduation,Together,,0,0,09-08-12,13,817,185,241,1,4,6,8,2,0,0,
9516,1971,2n Cycle,Divorced,49118,0,0,18-08-12,90,,54,119,,9,7,10,,0,,1
679,1957,PhD,Married,37633,1,1,20-09-12,49,13,4,1,2,1,0,3,9,0,0,0
7384,1951,Master,,39767,0,0,21-07-13,18,113,,,2,7,1,,8,0,0,
5043,1951,Basic,Married,26997,,,05-11-12,89,7,23,144,2,4,2,5,7,0,0,0
5267,,Graduation,Divorced,33986,1,0,14-03-13,43,16,2,5,1,1,0,3,7,0,0,0
339,1972,PhD,Married,57091,0,1,23-11-12,82,462,0,4,2,9,,5,7,0,0,1
2516,1969,,Married,46831,1,1,,84,22,2,34,2,1,2,2,4,,0,0
,1972,Master,Married,83151,0,0,10-02-13,80,968,,210,1,5,7,,2,1,,1
378,1971,,Married,52531,0,0,30-12-12,68,283,112,125,,,2,10,6,0,0,0
4808,1956,,Married,15759,0,,,,1,2,,1,1,0,,7,0,,0
5068,1971,Graduation,Single,22804,1,0,,75,,,1,1,2,,2,,0,0,0
7628,1973,2n Cycle,Married,,,0,18-03-14,10,30,,8,2,2,0,4,5,0,0,
7128,,PhD,Single,42997,1,1,07-12-13,,4,0,5,1,1,0,2,7,,,0
2811,1963,PhD,Single,,1,1,,,52,0,1,2,1,0,4,4,0,0,0
3551,1954,,Together,60033,0,1,29-03-14,28,,1,48,2,2,1,5,2,0,0,0
1663,1978,PhD,Together,34043,,0,25-10-13,97,20,2,10,1,,0,2,,,,0
,1966,Graduation,Together,57811,0,1,24-06-13,49,545,7,,5,7,2,11,5,0,,0
1577,1946,Graduation,Married,78569,0,0,19-02-14,,558,79,95,1,,6,4,,0,0,1
,1978,Graduation,Single,7500,1,1,,5,6,5,25,4,2,1,3,,0,0,
5336,1971,Master,Together,157733,,0,04-06-13,37,,1,,0,1,0,1,1,0,0,0
,1953,Graduation,Together,,0,0,04-03-13,62,1111,24,172,0,5,8,5,,1,0,1
,1985,2n Cycle,Married,23148,0,0,,83,4,6,10,,,0,3,7,0,0,0
3099,,Graduation,Divorced,44267,1,1,25-02-13,48,183,5,49,,5,,4,9,0,0,0
,1979,Graduation,Married,71626,,0,01-11-12,94,546,72,72,1,5,5,8,3,,0,0
5841,1966,Graduation,Together,60894,0,1,28-06-13,61,,7,54,,10,3,8,7,0,0,
3972,1976,Graduation,Together,,,1,03-04-13,,266,6,64,,7,1,,8,0,0,0
,1965,PhD,,81051,,0,23-05-14,43,1142,29,14,1,5,5,12,2,0,0,0
5758,,Graduation,Married,65169,0,0,14-01-14,23,1074,0,,1,,4,13,6,1,,
6658,1972,Graduation,Together,59868,0,,22-07-13,,771,51,154,7,,2,,6,,0,0
4603,1960,PhD,Married,65695,0,1,,50,371,,6,,,4,10,4,0,0,0
8427,1956,Master,Single,64857,0,0,23-11-12,,556,14,43,1,7,5,10,4,0,0,0
10260,1965,Master,Together,45143,0,1,,74,202,,14,3,6,1,5,7,0,0,
7143,,,Together,74805,0,1,06-11-13,14,209,162,37,,4,7,10,2,0,0,0
8789,1989,2n Cycle,Married,59060,1,0,11-01-14,77,35,40,,3,3,1,7,,0,0,
6197,1962,PhD,Single,,1,1,,39,,0,3,3,,0,3,9,0,0,
4554,1965,Graduation,,47009,0,1,01-10-13,89,171,,90,4,3,2,,4,0,0,0
4937,1973,2n Cycle,Married,,1,1,10-06-14,62,12,2,5,1,,0,3,7,0,0,0
1920,,Graduation,Married,,1,1,29-07-13,59,44,4,27,2,3,0,3,7,0,0,0
8749,1984,Graduation,,37235,1,0,01-02-14,68,20,2,,,,1,2,4,0,,0
1650,1960,Master,Married,81843,0,0,22-04-13,13,779,86,138,1,5,,12,3,0,0,0
10377,1958,Master,Together,46692,0,1,06-06-13,37,170,6,88,3,,1,5,6,,0,0
9206,1968,Graduation,Together,77382,0,1,07-01-14,36,491,48,134,2,5,7,12,,0,0,0
10971,1977,Graduation,Single,37774,2,,03-09-12,28,173,8,176,4,7,2,,9,0,0,1
6398,1974,Basic,Married,18393,,,29-03-14,2,7,10,,,,0,3,8,0,0,0
9212,1962,Master,Married,72828,0,1,14-02-13,17,1205,0,205,6,6,3,13,7,0,0,0
7937,1982,Graduation,Married,24711,0,0,,,10,7,7,1,3,0,3,,0,0,0
839,1975,PhD,Married,45503,1,,25-09-13,54,97,4,18,1,3,1,4,5,0,0,0
,1982,Master,,6560,0,0,12-12-13,2,67,11,262,,1,0,1,17,0,0,
158,,PhD,Together,71604,,0,17-11-13,,,53,97,1,,3,5,,0,,1
4832,1979,,Married,27244,,0,07-03-14,84,6,5,46,2,,2,2,,0,0,0
5621,1969,Graduation,Married,48752,1,,,,73,57,0,5,6,1,5,,0,0,1
1945,,,Married,71434,0,1,18-09-13,4,711,36,168,3,7,4,7,4,1,0,0
5147,1948,Graduation,Single,90842,0,,29-07-13,,774,70,93,1,4,,13,1,0,0,0
2535,,,Married,88097,1,,18-08-12,24,163,,75,1,6,5,8,9,1,0,1
11039,1975,Graduation,Married,51948,0,1,17-09-13,51,82,33,41,,5,2,4,,,0,0
9495,1982,Graduation,Together,71853,0,,08-05-13,29,358,108,,1,2,8,6,1,0,0,0
,1983,Master,Married,35876,0,0,20-04-14,,66,2,14,1,3,1,3,6,,0,0
2173,,Graduation,Widow,40049,0,1,16-10-13,23,13,6,3,1,1,0,3,6,0,0,0
,1982,Graduation,Single,39660,1,0,08-08-12,36,139,13,36,,,,3,9,0,0,1
9386,1962,Graduation,Together,,0,1,29-05-14,,274,0,15,1,5,1,6,6,0,0,0
,1977,,Married,43263,0,1,21-11-12,2,262,,,3,,2,6,,0,0,0
,,Master,,62845,,1,,3,,0,34,11,3,,10,8,0,,
2253,1990,Graduation,Married,18929,0,0,16-02-13,15,32,0,18,1,1,0,4,6,0,0,0
5181,1982,Basic,Single,24367,1,0,20-03-13,,,4,5,1,1,0,2,9,0,0,0
979,1975,Graduation,Single,33249,1,0,20-02-13,,6,10,42,2,2,1,3,6,0,0,0
10390,,2n Cycle,Married,26887,0,1,10-02-13,27,,7,6,1,1,,3,6,,0,0
4698,1983,PhD,Married,50150,0,0,20-06-13,32,135,46,,2,5,2,7,5,,0,
7793,,Graduation,Together,62061,0,1,31-08-13,12,641,7,,3,10,4,7,6,0,,0
1745,1962,PhD,Divorced,85696,0,0,03-05-13,88,714,76,12,1,4,6,9,1,0,0,1
10590,1956,PhD,,76542,0,0,30-03-13,91,794,73,14,1,,8,10,2,,0,0
5080,1993,Graduation,Single,,0,0,21-10-13,12,420,0,140,1,6,6,4,2,0,0,1
8369,1987,Graduation,Together,18227,1,0,08-11-12,21,1,,,1,0,1,,8,0,0,0
5232,,Graduation,Married,69139,0,,27-01-14,23,86,12,6,1,4,1,5,4,0,0,
2407,1982,,Married,69109,,0,09-11-12,10,823,25,95,1,,,,4,0,0,
,,Graduation,Single,,,,17-03-13,,231,161,,2,,2,11,,0,0,0
7912,1978,Graduation,Married,38136,1,0,22-04-13,,,15,33,2,3,1,2,8,0,0,
7712,1946,PhD,Single,62159,0,0,28-04-14,68,182,17,29,1,6,2,10,4,,0,0
1065,,,Single,80695,0,0,29-12-13,85,,129,18,1,5,8,5,2,,0,
,1971,Master,Single,33316,,1,04-10-13,34,79,1,12,3,2,1,4,6,0,0,0
1343,1968,Graduation,Together,58554,1,1,26-09-12,55,368,24,88,,,2,6,7,0,,0
1384,1992,Basic,Married,,,0,23-11-13,10,6,,22,2,2,1,2,8,0,0,0
9967,,Graduation,Divorced,53034,1,,30-05-13,30,160,15,50,8,6,,7,8,0,0,0
6181,1950,2n Cycle,Together,52203,0,0,31-07-12,36,488,21,28,1,8,7,11,6,0,0,0
10507,1977,2n Cycle,Divorced,59601,0,1,25-07-13,14,691,7,23,4,,2,7,8,0,,0
2674,1958,Master,,,0,1,04-09-12,79,543,10,82,1,6,3,6,3,,,1
,1976,Graduation,Single,47025,0,1,07-11-13,52,254,,,3,6,3,5,6,0,0,0
3231,,Graduation,Married,37971,1,0,,97,5,4,7,1,1,0,,8,0,0,0
4096,1968,,,41335,1,,26-12-13,24,112,,5,3,4,1,4,7,0,0,0
,1958,Graduation,Married,,0,,13-05-14,0,134,11,30,1,3,,5,2,0,0,0
,1975,Graduation,Single,57338,0,1,,96,143,6,,2,4,1,5,5,0,0,0
9140,1960,2n Cycle,Together,50523,1,1,25-12-13,89,,,,2,2,,4,,,0,0
10258,1965,Master,Single,,2,1,06-05-13,94,27,0,3,2,1,,3,8,0,0,0
5675,1960,PhD,Divorced,50611,0,1,04-10-12,98,459,0,4,6,4,5,7,6,0,,0
4743,1969,PhD,Married,56242,0,1,03-03-13,72,689,,88,5,8,4,11,6,0,0,0
8805,1960,Graduation,Single,48904,0,1,02-12-12,1,283,,27,4,7,2,4,8,0,0,0
1542,,Graduation,Single,56243,,2,30-12-13,,347,0,,6,4,2,8,,0,0,
6770,1985,Graduation,Married,21355,1,0,20-08-13,5,5,13,,2,,1,,6,0,0,
8773,1971,Master,Together,,,1,25-06-13,22,280,0,24,3,5,1,6,7,0,0,0
10475,1970,Master,Together,,0,1,01-04-13,39,187,5,14,2,4,2,6,5,0,0,
10420,1955,Master,Divorced,,,1,05-05-14,56,95,14,38,1,4,2,3,7,,0,0
7514,1956,2n Cycle,Together,54342,,1,,74,,10,,4,3,,4,6,0,0,
2902,1958,Graduation,Together,,1,,03-09-12,87,19,4,6,1,,0,3,5,0,0,0
4345,1964,2n Cycle,,,1,1,12-01-14,49,5,1,,1,1,0,2,,0,0,
793,,Graduation,Married,20895,1,,06-10-12,,18,3,4,1,,0,3,9,0,0,0
10909,1948,Graduation,,92344,0,0,15-01-14,9,,24,119,0,5,10,5,1,0,0,0
3769,1972,PhD,Together,,1,0,,17,25,1,3,1,1,0,3,7,0,0,0
8702,1976,2n Cycle,Together,26907,1,1,20-08-13,10,9,1,,2,1,0,3,7,0,0,0
4791,1980,Graduation,Together,44964,1,1,16-12-12,35,19,1,2,,,0,,8,0,,
2963,1979,Graduation,Together,75507,0,0,,,709,93,80,1,8,6,,3,0,0,0
8216,1972,Master,Married,,1,1,,7,158,0,71,,,4,3,5,0,0,
8140,,,Together,22682,1,,03-10-13,51,10,14,,3,2,1,4,,0,,0
10146,1972,PhD,Together,38887,1,0,02-03-14,17,,1,3,1,1,0,3,,0,0,0
5289,1975,,Single,41658,1,1,,30,8,,29,2,1,,2,4,,0,0
2587,1972,PhD,Married,,1,0,15-05-14,21,14,0,0,2,2,0,,,0,0,0
4405,,Master,Married,63915,0,2,30-07-13,2,622,7,15,2,6,3,,5,0,0,0
8663,1974,Graduation,Divorced,39996,1,1,,85,11,0,,1,1,0,2,6,0,0,0
2589,1972,Graduation,Divorced,,1,0,07-02-14,65,25,3,,,2,1,3,6,0,0,0
3421,1968,Master,Divorced,63841,0,1,21-04-13,64,635,15,131,1,9,,,6,0,0,0
10490,1969,PhD,Married,51039,1,1,10-12-12,11,100,64,109,2,6,2,4,7,0,0,0
4094,,,Married,60544,1,1,25-08-12,92,201,2,35,4,,1,,,,0,0
9958,1972,,Married,65685,0,1,29-03-14,54,,14,57,1,9,2,9,5,,,0
2534,1953,Graduation,,37716,,1,,4,97,,41,2,4,1,3,7,0,0,0
4188,,Graduation,,36864,0,1,13-08-12,,204,5,,3,5,2,4,8,0,0,
6613,1970,Master,Married,,1,0,12-10-12,39,513,7,14,6,,4,8,8,,0,0
10827,1967,PhD,Married,36947,1,1,07-08-12,49,,3,29,4,,0,4,,0,0,0
5491,,Master,Together,47352,0,,11-04-13,70,172,12,15,4,6,,5,7,0,0,0
8402,1953,Master,,67087,0,1,17-12-13,40,329,,43,2,7,,,4,0,0,0
8783,1950,Graduation,Married,57045,0,1,08-09-12,40,296,13,,3,4,2,9,3,0,0,0
10010,1953,PhD,,36957,1,,06-09-12,43,100,2,31,4,3,2,2,9,0,0,1
618,1977,,Married,69389,0,,28-09-12,17,422,7,15,1,7,2,12,4,0,,0
9121,,Graduation,Married,80134,1,0,,40,1218,16,80,,5,3,6,,,0,1
361,,Master,Married,,1,1,,84,5,1,4,1,1,0,2,7,0,,
4310,,Graduation,Married,80589,0,0,22-01-14,25,507,,,1,5,10,5,1,1,0,1
,1990,Graduation,Single,34412,1,0,13-02-13,62,52,,55,3,,0,3,,0,0,0
6376,,Graduation,,57537,1,0,10-06-13,83,191,56,100,4,4,3,8,4,0,,0
524,1966,Basic,Together,22634,0,0,16-01-13,47,2,23,46,1,,1,2,,0,0,
10341,1948,Graduation,,51315,0,0,23-02-14,45,68,28,41,1,2,2,5,2,0,0,0
,1972,Graduation,Married,36026,,1,16-03-14,34,20,4,17,2,2,,3,6,0,0,0
4098,1973,Graduation,Married,24639,1,1,28-01-14,,20,3,1,3,2,0,,6,,0,0
5824,1972,PhD,Together,34578,2,1,11-04-14,1,7,0,0,,1,0,,6,0,0,0
7000,1972,2n Cycle,Single,,0,0,13-10-13,18,279,172,246,1,2,10,,1,0,0,0
,,Graduation,Single,63810,0,1,11-11-12,45,977,12,101,,,3,12,8,0,0,0
5229,1969,PhD,,54132,0,1,16-02-14,,30,,3,1,1,0,3,7,0,0,0
,1959,Graduation,,,0,0,28-12-12,77,6,1,19,1,1,1,2,8,,0,0
2428,1970,,Married,28164,1,0,,23,3,18,12,3,2,0,4,7,0,0,0
8254,1974,PhD,Married,34596,1,0,13-04-13,48,14,0,,1,1,0,2,8,0,0,0
2836,1972,,Married,43269,1,0,,61,10,,1,,1,0,2,8,0,0,0
8418,1958,2n Cycle,Single,38741,1,1,30-03-14,60,7,,13,2,2,0,3,7,0,0,0
,1972,Graduation,Single,31907,0,0,04-03-13,75,33,87,74,1,6,1,6,7,0,0,0
7152,1983,Master,Married,27100,1,,,64,12,,10,1,1,0,3,7,0,,0
10033,1973,2n Cycle,Divorced,31163,,0,13-02-14,54,2,3,10,,1,0,3,6,0,0,0
9349,1985,Graduation,Married,92533,0,0,,84,693,21,42,1,6,5,,,1,0,0
274,1973,Graduation,Single,34853,1,1,23-12-13,75,9,3,2,2,2,0,,6,0,0,0
3388,1967,Graduation,Divorced,70844,1,1,30-10-13,16,129,26,2,5,6,1,5,,0,0,0
922,1979,2n Cycle,Married,31086,1,1,04-05-13,79,,2,16,2,1,1,,8,0,0,
,1961,Graduation,Married,60544,1,1,25-08-12,92,201,2,,4,5,1,5,6,0,0,
,1986,2n Cycle,Together,20491,0,0,25-01-13,16,5,4,10,1,0,1,2,7,0,0,
574,1964,Graduation,Married,42523,0,0,23-04-14,96,,36,35,1,1,1,,,0,,0
3220,1983,,Married,39922,1,0,14-02-13,30,29,12,36,2,3,0,4,8,,0,0
5967,1952,Graduation,Together,33402,1,1,18-07-13,60,26,2,8,3,2,1,,8,0,0,0
1183,1949,Master,Married,36408,1,1,,11,9,,3,1,1,0,2,6,0,0,0
6856,1979,Graduation,,21645,1,0,03-09-12,,14,,,3,3,0,3,9,0,0,1
4530,1948,,Widow,78427,0,0,24-10-12,,972,19,138,,3,7,10,3,1,0,1
1553,,Graduation,Together,82657,0,0,27-09-13,71,966,168,126,1,7,5,10,4,1,0,
4682,1958,Graduation,Married,51876,,0,15-10-13,88,99,27,6,1,2,2,8,1,0,0,0
,,2n Cycle,Married,78041,0,0,16-12-12,93,,35,,1,4,4,,2,0,,0
5221,1957,Graduation,,52852,0,1,01-12-12,,714,8,47,4,10,7,5,8,0,,0
1232,1982,PhD,Together,70038,,0,25-10-13,54,587,54,130,,4,4,8,2,0,0,0
1927,1973,,Together,69401,0,1,23-03-14,41,399,27,39,,4,,5,,0,0,0
5788,,Graduation,Together,46053,1,,17-02-13,46,56,10,25,3,3,2,4,5,0,0,0
6652,1965,Graduation,Married,77343,0,0,09-06-14,28,227,151,,,3,4,,1,0,0,0
6246,1953,Graduation,Single,73892,0,0,13-11-13,40,703,102,43,1,3,11,8,1,0,0,1
5975,1967,PhD,Single,,1,0,30-09-13,82,37,0,3,1,,0,3,,0,0,0
6875,1965,PhD,Together,32727,0,0,28-08-12,38,,13,,2,7,3,5,8,0,0,0
4399,,Graduation,,68695,0,0,25-06-14,3,,81,,1,4,4,7,2,0,0,0
4042,1971,Graduation,,43300,0,1,13-10-12,87,,,31,3,4,0,,8,0,0,1
,1972,Graduation,Together,26290,,1,12-01-13,49,15,8,22,4,2,0,4,,0,,
10133,1970,Graduation,Single,93790,0,,12-02-14,16,1302,68,45,0,6,7,12,2,1,0,1
2525,1974,PhD,,38410,,0,14-09-12,65,153,64,14,2,5,2,9,6,0,0,1
8233,1950,Master,Widow,64866,0,1,26-01-14,9,508,5,10,4,,3,,5,0,0,0
9483,1959,Graduation,,57957,0,1,,24,290,59,29,7,4,6,,3,0,0,
,1955,PhD,Together,46015,1,1,13-04-14,25,38,0,6,1,1,0,3,7,,1,0
10403,1978,Graduation,Together,16531,1,0,18-06-14,43,2,13,11,3,3,0,3,7,0,0,0
,1986,Master,Married,28072,,0,08-07-13,10,,0,5,1,1,0,3,7,,0,0
,1963,Master,Divorced,49476,0,1,,29,386,23,196,4,2,11,5,2,0,0,
4690,1953,,Married,,0,1,13-02-13,45,443,10,,4,,1,8,8,0,,0
,1952,Graduation,Together,83844,0,0,12-05-13,57,901,31,191,1,4,4,11,1,0,0,0
7196,1950,PhD,Married,41145,1,,08-02-14,20,9,0,1,1,0,,3,3,,0,0
4406,1970,Graduation,Together,67419,0,1,16-01-13,29,846,84,42,,9,4,8,5,,0,0
9672,1970,2n Cycle,Married,23162,1,1,,82,8,3,22,3,1,1,3,6,0,0,0
,1977,Graduation,,34380,1,0,02-05-13,68,72,7,24,4,4,1,3,8,0,0,0
4706,1966,Graduation,Single,34704,0,1,27-04-13,65,29,0,5,1,1,0,3,5,,0,0
4070,,,Married,94871,0,2,01-09-12,99,,24,144,1,8,5,4,7,0,0,1
25,1958,,,,0,1,,9,,35,153,2,6,6,7,4,0,0,0
3697,1954,Graduation,Together,39898,0,1,12-02-13,20,69,8,12,2,3,0,4,7,,,
217,1956,Master,Single,64857,0,0,23-11-12,78,,14,,1,7,5,10,4,0,,0
4220,1970,PhD,Married,59892,0,1,02-11-13,26,73,0,0,1,2,1,3,,0,0,0
5286,1987,Master,Single,41020,0,,28-10-13,,112,1,36,1,3,2,,3,,0,0
9559,1961,PhD,Married,57072,0,1,24-01-14,79,944,0,30,2,,5,13,5,0,0,0
,,Graduation,Single,,,,01-04-13,25,,199,170,7,10,2,12,7,0,0,0
7787,1960,Graduation,Together,62807,0,1,31-08-12,83,526,28,99,3,5,3,12,5,,0,
3102,1981,2n Cycle,,,1,0,16-10-13,,2,3,7,1,1,0,3,8,0,0,0
5868,1980,Graduation,Married,19107,1,0,22-08-13,49,2,4,16,,1,0,3,7,0,0,0
8370,1976,,Together,,0,1,02-08-12,50,378,97,34,2,7,3,,4,0,0,0
9988,1976,Master,Single,70379,0,1,,84,553,25,,3,,3,13,4,0,,0
2939,1970,Master,Together,,0,0,,,751,127,31,1,4,,4,2,0,0,0
5529,1946,PhD,Together,64014,2,1,10-06-14,56,406,0,8,7,8,,5,7,1,0,0
9743,1955,Graduation,Married,76998,0,1,11-01-13,85,,89,107,2,11,8,8,6,0,0,0
